,Wban Number, YearMonthDay, Avg Temp
2786,4111,20030110,23
1176,3818,20030110,53
5011,12916,20030110,55
7366,13939,20030110,41
8974,14740,20030110,28
347,3102,20030110,53
11267,14936,20030110,13
1424,3868,20030110,27
14911,24110,20030110,29
13177,23176,20030110,44
1887,3932,20030110,36
14043,24011,20030110,13
11360,14939,20030110,18
14972,24126,20030110,32
1639,3889,20030110,32
19936,54740,20030110,13
14105,24013,20030110,0
16584,25309,20030110,24
1608,3888,20030110,45
11391,14940,20030110,11
11143,14929,20030110,0
2011,3940,20030110,43
1362,3859,20030110,32
257,3030,20030110,32
11236,14935,20030110,19
11730,21504,20030110,73
11761,21510,20030110,74
10740,14910,20030110,4
11422,14941,20030110,17
11205,14933,20030110,18
226,3029,20030110,37
133,3026,20030110,20
1856,3928,20030110,29
10771,14913,20030110,0
1794,3919,20030110,26
319,3032,20030110,47
9,3013,20030110,26
22148,93721,20030110,40
11298,14937,20030110,17
16615,25323,20030110,21
288,3031,20030110,39
14198,24018,20030110,15
1670,3893,20030110,26
10802,14914,20030110,0
12002,23009,20030110,39
9717,14794,20030110,36
1515,3878,20030110,49
1577,3887,20030110,24
19812,54728,20030110,5
1453,3870,20030110,47
16553,25308,20030110,37
1701,3894,20030110,31
1393,3860,20030110,33
102,3024,20030110,37
9686,14792,20030110,38
3468,4842,20030111,16
3097,4781,20030111,29
8576,14702,20030111,22
1022,3810,20030111,34
14912,24110,20030111,33
19968,54742,20030111,9
11423,14941,20030111,16
1857,3928,20030111,26
22025,93706,20030111,25
2353,3966,20030111,21
3809,4854,20030111,19
320,3032,20030111,44
8603,14707,20030111,28
1671,3893,20030111,18
14044,24011,20030111,0
14973,24126,20030111,31
3189,4803,20030111,0
5942,13739,20030111,30
11144,14929,20030111,0
8634,14710,20030111,20
10803,14914,20030111,-3
8452,14606,20030111,3
3159,4789,20030111,24
2756,4110,20030111,33
1394,3860,20030111,25
7367,13939,20030111,33
1425,3868,20030111,19
1578,3887,20030111,18
6190,13781,20030111,M    
11268,14936,20030111,0
6376,13838,20030111,43
289,3031,20030111,44
11299,14937,20030111,14
684,3170,20030111,36
2787,4111,20030111,25
6314,13833,20030111,41
1702,3894,20030111,27
1146,3816,20030111,25
1239,3822,20030111,45
3592,4847,20030111,17
1795,3919,20030111,30
1301,3849,20030111,24
134,3026,20030111,21
11206,14933,20030111,14
2725,4109,20030111,34
2818,4112,20030111,16
3499,4843,20030111,17
9656,14787,20030111,27
6066,13744,20030111,39
20216,54771,20030111,10
11237,14935,20030111,20
564,3162,20030111,44
11392,14940,20030111,0
3623,4848,20030111,19
8421,14605,20030111,11
14106,24013,20030111,0
3561,4846,20030111,14
11361,14939,20030111,20
6128,13764,20030111,30
22149,93721,20030111,29
534,3160,20030111,47
14199,24018,20030111,23
348,3102,20030111,56
5012,12916,20030111,45
3220,4804,20030111,19
472,3144,20030111,58
12003,23009,20030111,40
3995,11640,20030111,78
9439,14765,20030111,27
9718,14794,20030111,27
2229,3960,20030111,23
1454,3870,20030111,37
3375,4839,20030111,20
19813,54728,20030111,6
10741,14910,20030111,-2
1332,3856,20030111,31
4734,12884,20030111,46
11762,21510,20030111,72
1363,3859,20030111,21
9037,14745,20030111,13
227,3029,20030111,35
9377,14763,20030111,18
3004,4726,20030111,14
2012,3940,20030111,36
13178,23176,20030111,37
103,3024,20030111,36
1640,3889,20030111,24
9191,14752,20030111,26
3282,4826,20030111,7
2973,4725,20030111,16
3313,4836,20030111,-2
16585,25309,20030111,25
2136,3953,20030111,29
1208,3820,20030111,39
1053,3811,20030111,28
4054,12812,20030111,61
258,3030,20030111,31
1516,3878,20030111,39
3406,4840,20030111,11
2074,3947,20030111,23
2849,4113,20030111,35
16616,25323,20030111,27
2291,3963,20030111,23
10772,14913,20030111,0
3251,4808,20030111,13
16554,25308,20030111,38
10,3013,20030111,25
72,3017,20030111,26
8820,14734,20030111,29
1888,3932,20030111,35
1609,3888,20030111,34
8944,14739,20030111,27
9687,14792,20030111,27
1270,3847,20030111,23
1177,3818,20030111,42
5725,13728,20030111,34
19937,54740,20030111,14
441,3131,20030111,54
11731,21504,20030111,68
19999,54743,20030111,27
8975,14740,20030111,24
1084,3812,20030111,30
4085,12815,20030111,58
1054,3811,20030112,28
4735,12884,20030112,46
2788,4111,20030112,26
1395,3860,20030112,21
14107,24013,20030112,0
4055,12812,20030112,56
228,3029,20030112,36
4086,12815,20030112,53
6191,13781,20030112,29
1271,3847,20030112,21
3593,4847,20030112,22
1703,3894,20030112,24
11424,14941,20030112,28
1085,3812,20030112,26
22026,93706,20030112,23
1672,3893,20030112,19
5943,13739,20030112,29
2850,4113,20030112,38
14045,24011,20030112,13
5726,13728,20030112,30
1023,3810,20030112,30
20000,54743,20030112,28
259,3030,20030112,37
1610,3888,20030112,31
5013,12916,20030112,43
11732,21504,20030112,72
3098,4781,20030112,29
3996,11640,20030112,79
2819,4112,20030112,23
19814,54728,20030112,13
11393,14940,20030112,20
3810,4854,20030112,21
6067,13744,20030112,34
3624,4848,20030112,20
13179,23176,20030112,35
11763,21510,20030112,74
1641,3889,20030112,21
11362,14939,20030112,27
2974,4725,20030112,20
6129,13764,20030112,28
3005,4726,20030112,14
9657,14787,20030112,29
565,3162,20030112,40
685,3170,20030112,41
9192,14752,20030112,28
3407,4840,20030112,18
10804,14914,20030112,0
16586,25309,20030112,27
14200,24018,20030112,33
20217,54771,20030112,18
1517,3878,20030112,36
8635,14710,20030112,23
321,3032,20030112,46
535,3160,20030112,48
14974,24126,20030112,38
1858,3928,20030112,37
2354,3966,20030112,26
3190,4803,20030112,11
19969,54742,20030112,15
2137,3953,20030112,29
1333,3856,20030112,28
10773,14913,20030112,0
14913,24110,20030112,34
8821,14734,20030112,30
1364,3859,20030112,17
9038,14745,20030112,16
2230,3960,20030112,26
3221,4804,20030112,19
473,3144,20030112,58
104,3024,20030112,39
3376,4839,20030112,26
2013,3940,20030112,36
349,3102,20030112,56
8976,14740,20030112,26
3252,4808,20030112,19
19938,54740,20030112,21
3314,4836,20030112,6
73,3017,20030112,34
1178,3818,20030112,41
8945,14739,20030112,30
16555,25308,20030112,37
1889,3932,20030112,37
2292,3963,20030112,28
3469,4842,20030112,19
8604,14707,20030112,30
11145,14929,20030112,14
1209,3820,20030112,35
1302,3849,20030112,21
3160,4789,20030112,23
1796,3919,20030112,38
7368,13939,20030112,34
2757,4110,20030112,35
442,3131,20030112,56
11269,14936,20030112,20
8577,14702,20030112,26
1426,3868,20030112,20
1579,3887,20030112,21
290,3031,20030112,39
9688,14792,20030112,28
1240,3822,20030112,41
16617,25323,20030112,29
6315,13833,20030112,39
11300,14937,20030112,23
2075,3947,20030112,32
6377,13838,20030112,41
3562,4846,20030112,18
9440,14765,20030112,30
8422,14605,20030112,14
3283,4826,20030112,16
9719,14794,20030112,29
8453,14606,20030112,8
22150,93721,20030112,27
2726,4109,20030112,34
11207,14933,20030112,24
9378,14763,20030112,22
11238,14935,20030112,31
3500,4843,20030112,18
12004,23009,20030112,45
1455,3870,20030112,33
11,3013,20030112,33
1147,3816,20030112,24
135,3026,20030112,35
10742,14910,20030112,9
1456,3870,20030113,38
16587,25309,20030113,28
3315,4836,20030113,0
3284,4826,20030113,8
229,3029,20030113,38
1210,3820,20030113,41
105,3024,20030113,44
3006,4726,20030113,18
3811,4854,20030113,18
13180,23176,20030113,41
1580,3887,20030113,28
1241,3822,20030113,43
14108,24013,20030113,-1
14201,24018,20030113,40
3594,4847,20030113,24
3161,4789,20030113,22
3563,4846,20030113,25
136,3026,20030113,43
1148,3816,20030113,35
3625,4848,20030113,24
3501,4843,20030113,21
3099,4781,20030113,30
3222,4804,20030113,27
3470,4842,20030113,21
14914,24110,20030113,36
3191,4803,20030113,0
14975,24126,20030113,42
1518,3878,20030113,38
3408,4840,20030113,15
1086,3812,20030113,31
1179,3818,20030113,41
20218,54771,20030113,18
1611,3888,20030113,37
3377,4839,20030113,26
16556,25308,20030113,36
3997,11640,20030113,79
14046,24011,20030113,0
4056,12812,20030113,61
3253,4808,20030113,24
10805,14914,20030113,-3
1334,3856,20030113,35
6316,13833,20030113,42
11301,14937,20030113,20
9039,14745,20030113,12
686,3170,20030113,40
1704,3894,20030113,37
2789,4111,20030113,31
1365,3859,20030113,26
8605,14707,20030113,32
6192,13781,20030113,32
2014,3940,20030113,39
6130,13764,20030113,31
1396,3860,20030113,31
350,3102,20030113,60
11363,14939,20030113,22
22027,93706,20030113,30
9193,14752,20030113,28
291,3031,20030113,46
2293,3963,20030113,34
10743,14910,20030113,-1
1890,3932,20030113,44
8977,14740,20030113,26
1303,3849,20030113,31
566,3162,20030113,39
8454,14606,20030113,16
74,3017,20030113,42
8423,14605,20030113,18
11239,14935,20030113,27
8946,14739,20030113,30
11146,14929,20030113,0
8578,14702,20030113,24
7369,13939,20030113,38
1797,3919,20030113,39
22151,93721,20030113,30
474,3144,20030113,57
2758,4110,20030113,44
11270,14936,20030113,12
2231,3960,20030113,32
6378,13838,20030113,42
2727,4109,20030113,38
6068,13744,20030113,37
2820,4112,20030113,33
11733,21504,20030113,71
443,3131,20030113,59
12,3013,20030113,38
8636,14710,20030113,21
19815,54728,20030113,10
9441,14765,20030113,30
1642,3889,20030113,31
2975,4725,20030113,18
322,3032,20030113,48
11764,21510,20030113,76
9689,14792,20030113,30
4736,12884,20030113,43
1055,3811,20030113,38
10774,14913,20030113,-2
2076,3947,20030113,33
9658,14787,20030113,31
4087,12815,20030113,56
12005,23009,20030113,44
8822,14734,20030113,33
11394,14940,20030113,0
5014,12916,20030113,44
20001,54743,20030113,30
19939,54740,20030113,15
260,3030,20030113,44
1024,3810,20030113,35
19970,54742,20030113,18
2138,3953,20030113,37
1673,3893,20030113,30
536,3160,20030113,49
16618,25323,20030113,31
5944,13739,20030113,32
1272,3847,20030113,30
1859,3928,20030113,36
9720,14794,20030113,29
11425,14941,20030113,21
9379,14763,20030113,17
2851,4113,20030113,39
5727,13728,20030113,35
2355,3966,20030113,32
11208,14933,20030113,18
8823,14734,20030114,26
8947,14739,20030114,21
14976,24126,20030114,41
4057,12812,20030114,55
20219,54771,20030114,0
9659,14787,20030114,22
9442,14765,20030114,22
9690,14792,20030114,24
444,3131,20030114,57
9380,14763,20030114,10
16588,25309,20030114,24
9721,14794,20030114,23
19940,54740,20030114,0
3285,4826,20030114,6
1180,3818,20030114,45
351,3102,20030114,59
3316,4836,20030114,0
10775,14913,20030114,0
10744,14910,20030114,-3
106,3024,20030114,41
16557,25308,20030114,42
475,3144,20030114,58
75,3017,20030114,41
8978,14740,20030114,16
3378,4839,20030114,20
9194,14752,20030114,19
9040,14745,20030114,0
1149,3816,20030114,30
10806,14914,20030114,-4
3595,4847,20030114,21
14047,24011,20030114,0
11364,14939,20030114,19
6069,13744,20030114,40
261,3030,20030114,37
1025,3810,20030114,42
3626,4848,20030114,21
5945,13739,20030114,26
5728,13728,20030114,35
3812,4854,20030114,14
1087,3812,20030114,40
11426,14941,20030114,16
5015,12916,20030114,46
13181,23176,20030114,39
11734,21504,20030114,73
19816,54728,20030114,-2
3998,11640,20030114,79
20002,54743,20030114,23
11765,21510,20030114,75
4737,12884,20030114,45
1056,3811,20030114,32
230,3029,20030114,40
4088,12815,20030114,54
6131,13764,20030114,30
6193,13781,20030114,25
14109,24013,20030114,0
11302,14937,20030114,14
323,3032,20030114,47
8637,14710,20030114,14
537,3160,20030114,47
8606,14707,20030114,23
14915,24110,20030114,37
19971,54742,20030114,4
8579,14702,20030114,16
3471,4842,20030114,18
11147,14929,20030114,0
8455,14606,20030114,5
11209,14933,20030114,17
3409,4840,20030114,10
3502,4843,20030114,17
567,3162,20030114,36
8424,14605,20030114,13
137,3026,20030114,33
11240,14935,20030114,18
7370,13939,20030114,37
3564,4846,20030114,15
14202,24018,20030114,38
11271,14936,20030114,0
6379,13838,20030114,44
292,3031,20030114,45
6317,13833,20030114,43
12006,23009,20030114,47
11395,14940,20030114,0
16619,25323,20030114,24
2821,4112,20030114,34
2356,3966,20030114,24
22152,93721,20030114,28
1519,3878,20030114,41
2976,4725,20030114,12
13,3013,20030114,34
1304,3849,20030114,28
3254,4808,20030114,10
1242,3822,20030114,44
3100,4781,20030114,24
1366,3859,20030114,25
2852,4113,20030114,40
1798,3919,20030114,27
1273,3847,20030114,32
2294,3963,20030114,25
1581,3887,20030114,21
2790,4111,20030114,36
2015,3940,20030114,38
1891,3932,20030114,38
1612,3888,20030114,43
2728,4109,20030114,38
1860,3928,20030114,31
2759,4110,20030114,M    
1457,3870,20030114,43
3192,4803,20030114,0
2139,3953,20030114,38
3162,4789,20030114,18
1397,3860,20030114,26
1705,3894,20030114,32
1674,3893,20030114,20
2077,3947,20030114,24
1643,3889,20030114,26
3223,4804,20030114,20
1335,3856,20030114,37
2232,3960,20030114,26
22028,93706,20030114,22
3007,4726,20030114,14
1211,3820,20030114,41
11210,14933,20030115,12
19972,54742,20030115,2
8456,14606,20030115,-2
11148,14929,20030115,0
3193,4803,20030115,0
1861,3928,20030115,28
3255,4808,20030115,0
3101,4781,20030115,27
1799,3919,20030115,28
11241,14935,20030115,19
8580,14702,20030115,12
3410,4840,20030115,14
293,3031,20030115,50
22153,93721,20030115,25
11272,14936,20030115,0
2729,4109,20030115,39
568,3162,20030115,43
11303,14937,20030115,14
8425,14605,20030115,0
1706,3894,20030115,24
11365,14939,20030115,21
1305,3849,20030115,20
3627,4848,20030115,16
8638,14710,20030115,11
8607,14707,20030115,24
76,3017,20030115,35
476,3144,20030115,59
14,3013,20030115,32
9660,14787,20030115,23
2078,3947,20030115,25
2233,3960,20030115,23
1336,3856,20030115,31
9443,14765,20030115,23
445,3131,20030115,58
9041,14745,20030115,0
9381,14763,20030115,12
3565,4846,20030115,12
1150,3816,20030115,24
2140,3953,20030115,30
3163,4789,20030115,18
3503,4843,20030115,14
9691,14792,20030115,25
8979,14740,20030115,17
19941,54740,20030115,0
10807,14914,20030115,-4
2357,3966,20030115,21
3472,4842,20030115,13
538,3160,20030115,47
10776,14913,20030115,0
11396,14940,20030115,0
1367,3859,20030115,17
324,3032,20030115,49
1892,3932,20030115,36
2295,3963,20030115,22
10745,14910,20030115,2
2016,3940,20030115,40
352,3102,20030115,61
8824,14734,20030115,26
8948,14739,20030115,20
9722,14794,20030115,23
3596,4847,20030115,15
2760,4110,20030115,35
7371,13939,20030115,36
9195,14752,20030115,20
11766,21510,20030115,77
2853,4113,20030115,40
3008,4726,20030115,11
6132,13764,20030115,27
12007,23009,20030115,50
16558,25308,20030115,45
1088,3812,20030115,27
3317,4836,20030115,-5
6070,13744,20030115,37
231,3029,20030115,37
2822,4112,20030115,18
2977,4725,20030115,13
14977,24126,20030115,36
1520,3878,20030115,40
13182,23176,20030115,36
1026,3810,20030115,32
5016,12916,20030115,48
14203,24018,20030115,30
1427,3868,20030115,22
1582,3887,20030115,19
5729,13728,20030115,30
138,3026,20030115,23
1274,3847,20030115,24
20003,54743,20030115,24
3286,4826,20030115,9
3999,11640,20030115,79
14110,24013,20030115,0
5946,13739,20030115,27
14048,24011,20030115,0
1613,3888,20030115,35
6380,13838,20030115,45
14916,24110,20030115,34
1644,3889,20030115,21
1212,3820,20030115,38
4738,12884,20030115,48
3379,4839,20030115,13
1398,3860,20030115,20
6318,13833,20030115,44
16620,25323,20030115,24
3224,4804,20030115,13
1243,3822,20030115,41
3813,4854,20030115,12
1181,3818,20030115,44
1057,3811,20030115,29
1458,3870,20030115,37
11427,14941,20030115,15
262,3030,20030115,45
687,3170,20030115,37
4058,12812,20030115,56
4089,12815,20030115,52
16589,25309,20030115,33
19817,54728,20030115,-4
20220,54771,20030115,0
107,3024,20030115,51
11735,21504,20030115,74
6194,13781,20030115,26
2791,4111,20030115,24
22029,93706,20030115,22
1675,3893,20030115,18
8949,14739,20030116,23
5017,12916,20030116,54
4090,12815,20030116,58
1058,3811,20030116,29
4739,12884,20030116,52
3009,4726,20030116,11
3566,4846,20030116,18
8980,14740,20030116,21
20004,54743,20030116,22
77,3017,20030116,27
9042,14745,20030116,0
4059,12812,20030116,57
2234,3960,20030116,25
2978,4725,20030116,14
477,3144,20030116,60
2854,4113,20030116,39
6381,13838,20030116,48
5730,13728,20030116,28
6195,13781,20030116,22
3628,4848,20030116,16
688,3170,20030116,35
3814,4854,20030116,15
22030,93706,20030116,19
2730,4109,20030116,36
2792,4111,20030116,23
8426,14605,20030116,0
6319,13833,20030116,46
7372,13939,20030116,38
1244,3822,20030116,42
3164,4789,20030116,17
1089,3812,20030116,29
2761,4110,20030116,31
569,3162,20030116,41
8825,14734,20030116,31
3102,4781,20030116,24
6133,13764,20030116,24
2296,3963,20030116,22
3597,4847,20030116,16
1275,3847,20030116,28
4000,11640,20030116,80
8639,14710,20030116,16
5947,13739,20030116,23
1306,3849,20030116,28
1027,3810,20030116,31
8608,14707,20030116,24
2823,4112,20030116,11
8581,14702,20030116,19
6071,13744,20030116,38
19973,54742,20030116,3
8457,14606,20030116,0
2358,3966,20030116,23
539,3160,20030116,52
9661,14787,20030116,24
9196,14752,20030116,23
19818,54728,20030116,0
11428,14941,20030116,12
1182,3818,20030116,44
3225,4804,20030116,14
1399,3860,20030116,21
3380,4839,20030116,17
1676,3893,20030116,0
263,3030,20030116,30
2141,3953,20030116,28
11397,14940,20030116,18
11366,14939,20030116,14
11304,14937,20030116,21
1707,3894,20030116,27
11273,14936,20030116,12
22154,93721,20030116,23
3411,4840,20030116,17
294,3031,20030116,39
11242,14935,20030116,10
1800,3919,20030116,21
11211,14933,20030116,15
11149,14929,20030116,12
20221,54771,20030116,0
11736,21504,20030116,70
1645,3889,20030116,25
11767,21510,20030116,71
3256,4808,20030116,18
16621,25323,20030116,32
1459,3870,20030116,35
16590,25309,20030116,37
108,3024,20030116,32
16559,25308,20030116,47
1213,3820,20030116,40
14978,24126,20030116,33
1521,3878,20030116,39
14917,24110,20030116,35
3194,4803,20030116,11
3287,4826,20030116,14
1428,3868,20030116,21
1583,3887,20030116,20
139,3026,20030116,21
14111,24013,20030116,0
14049,24011,20030116,0
13183,23176,20030116,33
1614,3888,20030116,34
232,3029,20030116,36
3318,4836,20030116,-1
12008,23009,20030116,36
14204,24018,20030116,24
1862,3928,20030116,23
15,3013,20030116,29
3473,4842,20030116,13
1893,3932,20030116,31
19942,54740,20030116,10
1368,3859,20030116,22
9444,14765,20030116,23
10746,14910,20030116,7
10777,14913,20030116,0
446,3131,20030116,65
2017,3940,20030116,44
353,3102,20030116,60
9382,14763,20030116,15
3504,4843,20030116,13
2079,3947,20030116,17
1337,3856,20030116,33
9723,14794,20030116,24
9692,14792,20030116,21
1151,3816,20030116,26
10808,14914,20030116,0
325,3032,20030116,45
13184,23176,20030117,33
5731,13728,20030117,26
233,3029,20030117,36
2235,3960,20030117,17
1276,3847,20030117,12
140,3026,20030117,28
1028,3810,20030117,26
14112,24013,20030117,12
1615,3888,20030117,30
19943,54740,20030117,0
2824,4112,20030117,13
1584,3887,20030117,0
14050,24011,20030117,0
8981,14740,20030117,19
5948,13739,20030117,23
9693,14792,20030117,20
1863,3928,20030117,21
2855,4113,20030117,39
2080,3947,20030117,0
9197,14752,20030117,20
4091,12815,20030117,50
20005,54743,20030117,20
1059,3811,20030117,18
1460,3870,20030117,30
16622,25323,20030117,35
16591,25309,20030117,40
1338,3856,20030117,26
2142,3953,20030117,17
4740,12884,20030117,40
9662,14787,20030117,22
109,3024,20030117,33
2979,4725,20030117,0
9043,14745,20030117,13
